,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,Weekly,Video_id,publishedAt,Classification
80,81,54.0,Sigo na Fé do Pai,"Bielzin, Mc Poze do Rodo, MC Ryan SP & Salvador da Rima",5,1782298,-33.4%,https://www.youtube.com/watch?v=76_J1jZLp5s,2022-03-24,76_J1jZLp5s,2022-03-10 15:00:08,Frontline
81,82,74.0,SET Vila Clara Store,"MC Neguinho do Kaxeta, --, MC Lele JP, MC Hariel, --, MC Marks, MC Joãozinho VT & DJ BOY",3,1769297,-7.9%,https://www.youtube.com/watch?v=W3Xhpmix4KQ,2022-03-24,W3Xhpmix4KQ,2022-02-23 21:00:12,Frontline
82,83,78.0,Amava Nada (Ao Vivo),Lucas Lucco & Marília Mendonça,7,1769025,-2.5%,https://www.youtube.com/watch?v=4FaHeREoRUc,2022-03-24,4FaHeREoRUc,2022-02-04 15:00:05,Frontline
83,84,84.0,Amor e Amor,Gaab & Mc Davi,4,1767262,4.5%,https://www.youtube.com/watch?v=tk0AT9vQiys,2022-03-24,tk0AT9vQiys,2022-02-17 21:29:24,Frontline
84,85,80.0,ESSE É LADRÃO,DJ BRUNIN DA NT & MC Topre,9,1737791,-2.4%,https://www.youtube.com/watch?v=4Y7c0DIdG3A,2022-03-24,4Y7c0DIdG3A,2022-02-05 15:00:10,Frontline
85,86,76.0,Quebradas,"MC Paulin da Capital, Mc Lipi , Dj GM & MC Cabelinho",16,1730527,-6%,https://www.youtube.com/watch?v=ENHwrVK0wn8,2022-03-24,ENHwrVK0wn8,2021-12-02 21:00:09,Frontline
86,87,69.0,Terra Prometida (feat. Mainstreet),"Oruam, Zack Vox & Marcin",9,1713390,-17.6%,https://www.youtube.com/watch?v=yvHbajFWOQE,2022-03-24,yvHbajFWOQE,2022-01-26 18:00:12,Frontline
87,88,83.0,"MT Eu Fiquei Com Uma Puta, Uma Puta Vontade VS Beat Serie Gold",Dj menor do sb,10,1697666,-0.5%,https://www.youtube.com/watch?v=UL7-YIS_R4Y,2022-03-24,UL7-YIS_R4Y,2022-03-19 10:07:54,Frontline
88,89,,Meu Cafofo,João Gomes,1,1667977,,https://www.youtube.com/watch?v=s71R46atvf4,2022-03-24,s71R46atvf4,2022-03-12 15:00:11,Frontline
89,90,81.0,Enemy (feat. JID),Imagine Dragons,19,1601947,-9%,https://www.youtube.com/watch?v=D9G1VOjN_84,2022-03-24,D9G1VOjN_84,2021-10-28 11:00:09,Frontline
90,91,86.0,"Jacaré no Peito (feat. MC Lemos, MC Leozinho ZS & Oldilla)","Mc Paiva ZS, MC Ryan SP & Gabb MC",3,1577995,-2.6%,https://www.youtube.com/watch?v=7m1XTCMgBZ8,2022-03-24,7m1XTCMgBZ8,2022-03-03 15:00:10,Frontline
91,92,88.0,Universo Conspirou (Ao Vivo),Henrique & Juliano,10,1544108,-2.8%,https://www.youtube.com/watch?v=FpsTsW408s4,2022-03-24,FpsTsW408s4,2021-12-10 15:15:12,Frontline
92,93,91.0,Easy On Me,Adele,15,1519418,-2.1%,https://www.youtube.com/watch?v=X-yIEMduRXk,2022-03-24,X-yIEMduRXk,2021-11-19 05:00:21,Frontline
93,94,,Hoje Eu Vou Te Usar,Mari Fernandez & Felipe Amorim,4,1508838,,https://www.youtube.com/watch?v=_0bDIQgliHg,2022-03-24,_0bDIQgliHg,2022-02-04 13:59:29,Frontline
94,95,96.0,Tá Chorando Por Quê?,Amanda Wanessa,13,1501793,-0.7%,https://www.youtube.com/watch?v=xdr1Wg_cgSo,2022-03-24,xdr1Wg_cgSo,2020-10-26 13:00:28,Frontline
95,96,,La familia Madrigal,"--, -- & Encanto - Elenco",1,1494917,,https://www.youtube.com/watch?v=JWe_smmkgrw,2022-03-24,JWe_smmkgrw,2022-02-17 05:00:16,Frontline
96,97,,Por Tão Pouco / Pagando Mal Com Mal / Faz Falta (Ao Vivo),Grupo Menos É Mais,1,1489620,,https://www.youtube.com/watch?v=vr2fp6SS8aE,2022-03-24,vr2fp6SS8aE,2021-10-01 15:00:14,Frontline
97,98,,Até a Próxima Vida (Ao Vivo),Henrique & Juliano,7,1454563,,https://www.youtube.com/watch?v=yrQuMSYsYZQ,2022-03-24,yrQuMSYsYZQ,2021-09-17 00:06:56,Frontline
98,99,95.0,É Só Blusão da Ecko e Boné da Lacoste Vs Putaria (feat. Mc Denny) (feat. MC Denny),DJ TK,6,1453528,-4.2%,https://www.youtube.com/watch?v=5qHJ6bSyPKY,2022-03-24,5qHJ6bSyPKY,2022-03-18 16:00:50,Frontline
99,100,,Romantizou,Os Barões Da Pisadinha & MC Danny,1,1449349,,https://www.youtube.com/watch?v=BCTF0TqIlZw,2022-03-24,BCTF0TqIlZw,2022-03-18 15:00:05,Frontline
0,1,1.0,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",5,13266270,-12.2%,https://www.youtube.com/watch?v=VKaLjHZJ-GY,2022-03-31,VKaLjHZJ-GY,2022-03-18 14:01:02,Frontline
1,2,12.0,Envolver,Anitta,10,13030141,91.4%,https://www.youtube.com/watch?v=hFCjGiawJi4,2022-03-31,hFCjGiawJi4,2021-11-12 00:59:27,Frontline
2,3,2.0,Malvada,Zé Felipe,9,10740459,-4.8%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-03-31,r0mNwyywHIY,2022-01-28 15:00:12,Frontline
3,4,3.0,DANÇARINA (Remix),PEDRO SAMPAIO & MC Pedrinho,8,8660783,-14.8%,https://www.youtube.com/watch?v=I_gwjhvXxzM,2022-03-31,I_gwjhvXxzM,2022-02-23 15:00:41,Frontline
4,5,4.0,Malvadão 3,Xamã,15,8134043,-11.6%,https://www.youtube.com/watch?v=i9NOkjmBszo,2022-03-31,i9NOkjmBszo,2021-11-30 15:00:10,Frontline
5,6,5.0,Botadinha Saliente,MC Rogerinho,8,7301823,-9.9%,https://www.youtube.com/watch?v=kyjtx28z-bE,2022-03-31,kyjtx28z-bE,2022-01-28 15:00:10,Frontline
6,7,9.0,Bloqueado (Ao Vivo),Gusttavo Lima,18,7294147,0.1%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-03-31,14C28JSO-sg,2021-11-26 13:59:45,Frontline
7,8,6.0,Cê Tá Preparada (Ao Vivo),Tayrone & Marília Mendonça,37,7282407,-6.9%,https://www.youtube.com/watch?v=jW7j41mbxXU,2022-03-31,jW7j41mbxXU,2021-07-16 14:03:42,Frontline
8,9,10.0,Depende,Dj Guuga,15,7137097,0.3%,https://www.youtube.com/watch?v=v9geHIUOxeA,2022-03-31,v9geHIUOxeA,2022-01-21 15:00:38,Frontline
9,10,7.0,Vontade De Morder,Simone & Simaria & Zé Felipe,11,6701263,-9.1%,https://www.youtube.com/watch?v=bgf18kANm_k,2022-03-31,bgf18kANm_k,2022-01-14 14:01:12,Frontline
10,11,8.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,11,6680640,-9%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-03-31,kyfXEMqvLgU,2022-01-14 15:00:10,Frontline
11,12,32.0,Balanço Da Rede (Ao Vivo),Matheus Fernandes,3,6348376,86.8%,https://www.youtube.com/watch?v=vAM1xXdRnH0,2022-03-31,vAM1xXdRnH0,2022-02-25 14:00:08,Frontline
12,13,11.0,Deus É o Meu Guia,Chefin Oficial,5,5894604,-16.4%,https://www.youtube.com/watch?v=WrZ6fKelwOU,2022-03-31,WrZ6fKelwOU,2022-02-25 16:00:13,Frontline
13,14,13.0,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",23,5741870,-11.4%,https://www.youtube.com/watch?v=TNIbXs_iNq8,2022-03-31,TNIbXs_iNq8,2021-10-08 20:57:29,Frontline
14,15,22.0,GALOPA,PEDRO SAMPAIO,26,5067709,3.1%,https://www.youtube.com/watch?v=mo1NcPxKfQU,2022-03-31,mo1NcPxKfQU,2021-09-17 15:00:29,Frontline
15,16,23.0,A Maior Saudade (Ao Vivo),Henrique & Juliano,30,5007270,2.2%,https://www.youtube.com/watch?v=6EGg0_l-edc,2022-03-31,6EGg0_l-edc,2021-09-03 15:00:14,Frontline
16,17,16.0,Parada Louca,Mari Fernandez & Marcynho Sensação,20,4906273,-10.9%,https://www.youtube.com/watch?v=SvWQZfEWA0s,2022-03-31,SvWQZfEWA0s,2021-11-26 14:00:21,Frontline
17,18,15.0,CAFÉ DA MANHÃ ;P,Luísa Sonza & Ludmilla,8,4866258,-12.2%,https://www.youtube.com/watch?v=CJdhWgebwqA,2022-03-31,CJdhWgebwqA,2022-02-09 00:00:10,Frontline
18,19,20.0,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,17,4783354,-3.4%,https://www.youtube.com/watch?v=BKDz5kNjkfU,2022-03-31,BKDz5kNjkfU,2021-12-07 17:00:08,Frontline
19,20,17.0,Toma Toma Vapo Vapo,MC Danny & Zé Felipe,20,4651248,-14.9%,https://www.youtube.com/watch?v=ey6H_cBy-OQ,2022-03-31,ey6H_cBy-OQ,2021-11-12 15:00:11,Frontline
20,21,18.0,Pandora (feat. MC GP & Vulgo FK),Dj Matt D & Menor MC,18,4647844,-13%,https://www.youtube.com/watch?v=6MNxuMgg58k,2022-03-31,6MNxuMgg58k,2021-11-26 21:00:08,Frontline
21,22,14.0,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,22,4591077,-19.2%,https://www.youtube.com/watch?v=r2ma8WPRppk,2022-03-31,r2ma8WPRppk,2021-10-22 13:59:34,Frontline
22,23,19.0,Tuf Tuf Pof Pof,"Mc Reino, DJ Malicia, Mc Babu, MC PR & --",7,4348536,-14.2%,https://www.youtube.com/watch?v=ulY5kBy2exo,2022-03-31,ulY5kBy2exo,2022-02-04 21:48:02,Frontline
23,24,27.0,Cabeça Branca (Live),Tierry,26,4011083,1.5%,https://www.youtube.com/watch?v=J_jJhHhYW9w,2022-03-31,J_jJhHhYW9w,2021-10-01 15:00:13,Frontline
24,25,25.0,Presepada,Marília Mendonça & Maiara & Maraisa,22,3780877,-7.6%,https://www.youtube.com/watch?v=MQv__TADEGM,2022-03-31,MQv__TADEGM,2021-10-22 14:00:14,Frontline
25,26,24.0,VERMELHO,Gloria Groove,7,3773226,-12.7%,https://www.youtube.com/watch?v=p4aPlYN6x1Q,2022-03-31,p4aPlYN6x1Q,2022-02-11 14:00:44,Frontline
26,27,38.0,F* F* M*,Filipe Ret,21,3750456,14.2%,https://www.youtube.com/watch?v=0hV9qYJ3IHQ,2022-03-31,0hV9qYJ3IHQ,2021-02-26 19:20:02,Frontline
27,28,99.0,É Só Blusão da Ecko e Boné da Lacoste Vs Putaria (feat. Mc Denny) (feat. MC Denny),DJ TK,7,3719578,155.9%,https://www.youtube.com/watch?v=5qHJ6bSyPKY,2022-03-31,5qHJ6bSyPKY,2022-03-18 16:00:50,Frontline
28,29,21.0,212,Chefin & Mainstreet,11,3696779,-24.9%,https://www.youtube.com/watch?v=290Q1JFInHE,2022-03-31,290Q1JFInHE,2022-01-14 17:00:44,Frontline
29,30,26.0,"Tchau Obrigado (feat. Mc Kadu, MC GP & Mc Kanhoto)","MC Ryan SP, Mc Paiva ZS & Mc IG",13,3646316,-10.2%,https://www.youtube.com/watch?v=c7mbGJvX6t4,2022-03-31,c7mbGJvX6t4,2022-01-20 21:25:46,Frontline
30,31,36.0,Seu Perfil (Ao Vivo),Henrique & Juliano,9,3529960,5.7%,https://www.youtube.com/watch?v=KvAagUxO3OY,2022-03-31,KvAagUxO3OY,2022-01-28 15:00:08,Frontline
31,32,37.0,Molhando O Volante (Live),Jorge & Mateus,16,3425012,4.3%,https://www.youtube.com/watch?v=_SjTFD9qVuE,2022-03-31,_SjTFD9qVuE,2021-12-10 13:56:49,Frontline
32,33,28.0,ANACONDA *o* ~~~,Luísa Sonza & Mariah Angeliq ,16,3313190,-12.8%,https://www.youtube.com/watch?v=iLTR0UyG2Yo,2022-03-31,iLTR0UyG2Yo,2021-12-09 14:00:09,Frontline
33,34,31.0,A Cara do Crime (Nós Incomoda),"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest & Neo Beats",44,3278081,-3.7%,https://www.youtube.com/watch?v=2PRAiVs3MVc,2022-03-31,2PRAiVs3MVc,2021-05-27 17:00:11,Frontline
34,35,68.0,Simplesmente Ela,Mc Gabzin,2,3274922,62.5%,https://www.youtube.com/watch?v=K6iRoT8u2xU,2022-03-31,K6iRoT8u2xU,2022-02-11 15:00:14,Frontline
35,36,34.0,Alívio,Jessé Aguiar,44,3273602,-3.2%,https://www.youtube.com/watch?v=JgLFoArntlI,2022-03-31,JgLFoArntlI,2021-03-26 15:00:17,Frontline
36,37,33.0,Estrelinha (feat. Marília Mendonça),Di Paullo & Paulino,24,3239438,-4.5%,https://www.youtube.com/watch?v=88_jnJP0OtA,2022-03-31,88_jnJP0OtA,2018-02-16 15:57:02,Catálogo
37,38,30.0,"Oi, Como Ce Tá？",Vulgo FK,6,3149412,-13.3%,https://www.youtube.com/watch?v=K4n7zRoKmPc,2022-03-31,K4n7zRoKmPc,2022-02-13 19:50:10,Frontline
38,39,29.0,INVEJOSO,"Distrito 23, Raffé & Chefin",20,3062894,-16.7%,https://www.youtube.com/watch?v=79KWwlhbOD8,2022-03-31,79KWwlhbOD8,2021-10-23 21:00:11,Frontline
39,40,40.0,Iphone Branco,Borges & Mainstreet,8,3040203,-4.8%,https://www.youtube.com/watch?v=xv8NrFQqKJ8,2022-03-31,xv8NrFQqKJ8,2022-02-09 20:30:11,Frontline
40,41,42.0,ABALO EMOCIONAL (Ao Vivo),Luan Santana,8,3037792,-1.1%,https://www.youtube.com/watch?v=cPGKKktrObc,2022-03-31,cPGKKktrObc,2022-02-04 15:00:13,Frontline
41,42,41.0,Proteção de Tela (Live),Tarcísio do Acordeon,39,3019547,-5.2%,https://www.youtube.com/watch?v=edjih_b_NBQ,2022-03-31,edjih_b_NBQ,2021-07-02 15:00:14,Frontline
42,43,39.0,Poesia Acústica 12 - Pra Sempre,"Pineapple StormTV, Filipe Ret, Teto, Luiz Lins, Salve Malak, Borges, Budah, BIN, Marina Sena & Caio Luccas",6,2910421,-10.1%,https://www.youtube.com/watch?v=D9MtpH2ZE2U,2022-03-31,D9MtpH2ZE2U,2022-02-23 10:09:07,Frontline
43,44,44.0,Arranhão (Ao Vivo),Henrique & Juliano,34,2801799,-6.9%,https://www.youtube.com/watch?v=2_xBCeBmaS8,2022-03-31,2_xBCeBmaS8,2021-08-06 15:00:11,Frontline
44,45,49.0,Desbloqueado (Ao Vivo),Diego & Victor Hugo,29,2759454,0.7%,https://www.youtube.com/watch?v=eJO62WkGzcU,2022-03-31,eJO62WkGzcU,2021-05-14 13:51:18,Frontline
45,46,45.0,CPX Ta Tega,"Mc Poze do Rodo, MC Maneirinho, Mainstreet & Neo Beats",3,2750303,-3.2%,https://www.youtube.com/watch?v=dRK7c3Je9ts,2022-03-31,dRK7c3Je9ts,2022-03-15 18:15:11,Frontline
46,47,43.0,Ficha Limpa (Ao Vivo),Gusttavo Lima,42,2672092,-12.8%,https://www.youtube.com/watch?v=_7DKuv_xsuY,2022-03-31,_7DKuv_xsuY,2021-06-11 14:00:02,Frontline
47,48,48.0,Todo Mundo Menos Você,Marília Mendonça & Maiara & Maraisa,27,2603395,-7.1%,https://www.youtube.com/watch?v=UDVr3ab3NVM,2022-03-31,UDVr3ab3NVM,2021-09-23 23:00:11,Frontline
48,49,47.0,Anota Aí,Mc Lipi ,15,2578859,-9.2%,https://www.youtube.com/watch?v=OXFN3ZMgaVk,2022-03-31,OXFN3ZMgaVk,2021-12-15 10:09:39,Frontline
49,50,60.0,Tudo É Fase (feat. DJ WN & Mc Havi),MC Lele JP,4,2552949,18.7%,https://www.youtube.com/watch?v=QiXzcQTLIrw,2022-03-31,QiXzcQTLIrw,2022-03-22 15:00:11,Frontline
50,51,,No Ouvidinho,Felipe Amorim,1,2485203,,https://www.youtube.com/watch?v=eYuI4krrKBM,2022-03-31,eYuI4krrKBM,2022-04-08 15:00:24,Frontline
51,52,51.0,A Cara do Crime 2 (Cansou de Playboy),"Mc Poze do Rodo, Bielzin, Xamã & MC Cabelinho",11,2454839,-9.1%,https://www.youtube.com/watch?v=PJqHlzBiZ0A,2022-03-31,PJqHlzBiZ0A,2022-01-19 22:00:32,Frontline
52,53,,SAFADEZINHA,Felipe Amorim & Zé Felipe,1,2364731,,https://www.youtube.com/watch?v=8XE6HQ8dZYA,2022-03-31,8XE6HQ8dZYA,2022-03-25 15:00:12,Frontline
53,54,55.0,NO CHÃO NOVINHA,Anitta & PEDRO SAMPAIO,16,2348658,-1.9%,https://www.youtube.com/watch?v=ls74YCwYB4k,2022-03-31,ls74YCwYB4k,2021-12-10 15:00:33,Frontline
54,55,,Fim de Semana no Rio,Teto,1,2261924,,https://www.youtube.com/watch?v=7AlAYttGnAg,2022-03-31,7AlAYttGnAg,2022-03-31 00:00:12,Frontline
55,56,53.0,Socadona (feat. Mr. Vegas),"Ludmilla, Mariah Angeliq  & Topo La Mascara",9,2216765,-11.7%,https://www.youtube.com/watch?v=15wVHmz_Aag,2022-03-31,15wVHmz_Aag,2021-11-20 15:00:25,Frontline
56,57,63.0,Juliet E Chapelão (Ao Vivo),"Dj Chris No Beat, Luan Pereira & Juan Pereira",2,2203687,5.8%,https://www.youtube.com/watch?v=k893U324R2c,2022-03-31,k893U324R2c,2022-02-25 14:00:22,Frontline
57,58,70.0,Unstoppable,Sia,9,2144456,7.3%,https://www.youtube.com/watch?v=YaEG2aWJnZ8,2022-03-31,YaEG2aWJnZ8,2021-09-27 20:55:30,Frontline
58,59,52.0,Não Vou Te Bloquear (Ao Vivo),"MC Don Juan, Tarcísio do Acordeon & DG e Batidão Stronda",14,2115654,-16.2%,https://www.youtube.com/watch?v=6lsOfEHb4C4,2022-03-31,6lsOfEHb4C4,2021-11-08 15:00:12,Frontline
59,60,66.0,Saudade e Solidão (En Vivo),Vitor Fernandes,14,2077859,1.2%,https://www.youtube.com/watch?v=SNbURUnTYCM,2022-03-31,SNbURUnTYCM,2021-12-23 21:00:12,Frontline
60,61,59.0,ESSÊNCIA DE CRIA (feat. Neo Beats),"MC Cabelinho, Bielzin, Mc Poze do Rodo & Tz da Coronel",15,2077353,-3.5%,https://www.youtube.com/watch?v=hyDElqwFnYI,2022-03-31,hyDElqwFnYI,2021-12-20 22:30:11,Frontline
61,62,58.0,Mais um Favelado,"Dj GM, Mc Lipi , MC Lele JP, MC Lemos & MC Liro",14,2076105,-4.5%,https://www.youtube.com/watch?v=txqvRehMqRg,2022-03-31,txqvRehMqRg,2021-10-28 21:00:20,Frontline
62,63,57.0,We Don't Talk About Bruno,"La Gaita, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto - Cast",4,2007800,-11.6%,https://www.youtube.com/watch?v=bvWRMAU6V-c,2022-03-31,bvWRMAU6V-c,2021-12-29 05:00:27,Frontline
63,64,,Felicidade Dela (Ao Vivo),Hugo & Guilherme,1,2001674,,https://www.youtube.com/watch?v=baepkREFZ6s,2022-03-31,baepkREFZ6s,2022-03-25 15:00:07,Frontline
64,65,67.0,50 por Cento,Naiara Azevedo & Marília Mendonça,4,1990562,-2.7%,https://www.youtube.com/watch?v=zhaTkKdovgM,2022-03-31,zhaTkKdovgM,2022-03-04 00:00:13,Frontline
65,66,,Mal Caminho,"Dj Joao Da Inestan, Mc J mito & DJ Tg da Inestan",1,1965826,,https://www.youtube.com/watch?v=WIv_TesjWMk,2022-03-31,WIv_TesjWMk,2022-04-07 16:02:36,Frontline
66,67,71.0,Cruzeiro da Revoada,Hungria Hip-Hop & MC Ryan SP,16,1921408,-3.4%,https://www.youtube.com/watch?v=kezf4Fo7B9M,2022-03-31,kezf4Fo7B9M,2021-12-02 14:00:10,Frontline
67,68,,Ela e Ela,Zé Neto & Cristiano,24,1919075,,https://www.youtube.com/watch?v=jyFqlWOVOC0,2022-03-31,jyFqlWOVOC0,2021-08-27 15:00:11,Frontline
68,69,82.0,SET Vila Clara Store,"MC Neguinho do Kaxeta, --, MC Lele JP, MC Hariel, --, MC Marks, MC Joãozinho VT & DJ BOY",4,1910902,8%,https://www.youtube.com/watch?v=W3Xhpmix4KQ,2022-03-31,W3Xhpmix4KQ,2022-02-23 21:00:12,Frontline
69,70,76.0,Idiota (Ao Vivo),Jão,11,1872639,0.6%,https://www.youtube.com/watch?v=r2gppKSvBLE,2022-03-31,r2gppKSvBLE,2021-10-29 15:00:03,Frontline
70,71,78.0,Sem Dó,Matuê & L7NNON,13,1833829,1.2%,https://www.youtube.com/watch?v=G-zyOLsfEBQ,2022-03-31,G-zyOLsfEBQ,2021-12-31 00:08:22,Frontline
71,72,54.0,Maldivas,Ludmilla,9,1831141,-24.9%,https://www.youtube.com/watch?v=VsIp4-vnqlw,2022-03-31,VsIp4-vnqlw,2022-01-27 00:00:53,Frontline
72,73,72.0,Coração Gelado 3,"MC Ryan SP, MC Letto, Mc IG, MC Joãozinho VT, DJ BOY, Mc Kako, MC Leozinho ZS & MC V7",15,1813511,-8.3%,https://www.youtube.com/watch?v=2PkxaVyVLpE,2022-03-31,2PkxaVyVLpE,2021-12-17 21:00:12,Frontline
73,74,65.0,LEILÃO,Gloria Groove,18,1812255,-11.8%,https://www.youtube.com/watch?v=X7cz9v6mHzg,2022-03-31,X7cz9v6mHzg,2021-11-26 14:00:23,Frontline
74,75,74.0,Outro Patamar,Hungria Hip-Hop & Mc Lipi ,3,1797532,-4.8%,https://www.youtube.com/watch?v=IbJRLeenTSQ,2022-03-31,IbJRLeenTSQ,2022-03-11 14:00:04,Frontline
75,76,56.0,Desgastou (Ao Vivo),Henrique & Juliano,2,1755679,-23.8%,https://www.youtube.com/watch?v=BNSeGVLnMUw,2022-03-31,BNSeGVLnMUw,2022-03-18 15:00:14,Frontline
76,77,62.0,ONDA DO BERIMBAU,dj eduardo da favela do pó & MC Menor MT,14,1703542,-18.7%,https://www.youtube.com/watch?v=uiF6lbyVS-4,2022-03-31,uiF6lbyVS-4,2022-01-18 21:00:32,Frontline
77,78,73.0,Chá De Casa Nova (Ao Vivo),Henrique & Juliano,16,1692871,-12.4%,https://www.youtube.com/watch?v=9Et53l5l-FE,2022-03-31,9Et53l5l-FE,2021-12-10 15:00:12,Frontline
78,79,,Áudio Que Te Entrega,"Léo Santana, MC Don Juan & Mari Fernandez",1,1682733,,https://www.youtube.com/watch?v=b7A98jz4uUA,2022-03-31,b7A98jz4uUA,2022-04-08 14:00:23,Frontline
79,80,69.0,Surface Pressure,Jessica Darrow,6,1664349,-17.2%,https://www.youtube.com/watch?v=tQwVKr8rCYw,2022-03-31,tQwVKr8rCYw,2021-12-24 05:00:21,Frontline
80,81,86.0,Quebradas,"MC Paulin da Capital, Mc Lipi , Dj GM & MC Cabelinho",17,1663780,-3.9%,https://www.youtube.com/watch?v=ENHwrVK0wn8,2022-03-31,ENHwrVK0wn8,2021-12-02 21:00:09,Frontline
81,82,89.0,Meu Cafofo,João Gomes,2,1662249,-0.3%,https://www.youtube.com/watch?v=s71R46atvf4,2022-03-31,s71R46atvf4,2022-03-12 15:00:11,Frontline
82,83,81.0,Sigo na Fé do Pai,"Bielzin, Mc Poze do Rodo, MC Ryan SP & Salvador da Rima",6,1640070,-8%,https://www.youtube.com/watch?v=76_J1jZLp5s,2022-03-31,76_J1jZLp5s,2022-03-10 15:00:08,Frontline
83,84,83.0,Amava Nada (Ao Vivo),Lucas Lucco & Marília Mendonça,8,1634919,-7.6%,https://www.youtube.com/watch?v=4FaHeREoRUc,2022-03-31,4FaHeREoRUc,2022-02-04 15:00:05,Frontline
84,85,94.0,Hoje Eu Vou Te Usar,Mari Fernandez & Felipe Amorim,5,1610712,6.8%,https://www.youtube.com/watch?v=_0bDIQgliHg,2022-03-31,_0bDIQgliHg,2022-02-04 13:59:29,Frontline
85,86,80.0,Passando o Rodo (feat. Lara Silva),"POCAH, MC Mirella & Tainá Costa",17,1591495,-11.6%,https://www.youtube.com/watch?v=IEDv84S-gqw,2022-03-31,IEDv84S-gqw,2021-12-04 21:00:03,Frontline
86,87,61.0,Mágico do Som,MC WM & MC Lan,4,1579961,-25.8%,https://www.youtube.com/watch?v=CdMYTT8YCls,2022-03-31,CdMYTT8YCls,2022-04-07 15:00:08,Frontline
87,88,90.0,Enemy (feat. JID),Imagine Dragons,20,1542938,-3.7%,https://www.youtube.com/watch?v=D9G1VOjN_84,2022-03-31,D9G1VOjN_84,2021-10-28 11:00:09,Frontline
88,89,97.0,Por Tão Pouco / Pagando Mal Com Mal / Faz Falta (Ao Vivo),Grupo Menos É Mais,2,1542642,3.6%,https://www.youtube.com/watch?v=vr2fp6SS8aE,2022-03-31,vr2fp6SS8aE,2021-10-01 15:00:14,Frontline
89,90,93.0,Easy On Me,Adele,16,1541999,1.5%,https://www.youtube.com/watch?v=X-yIEMduRXk,2022-03-31,X-yIEMduRXk,2021-11-19 05:00:21,Frontline
90,91,88.0,"MT Eu Fiquei Com Uma Puta, Uma Puta Vontade VS Beat Serie Gold",Dj menor do sb,11,1533669,-9.7%,https://www.youtube.com/watch?v=UL7-YIS_R4Y,2022-03-31,UL7-YIS_R4Y,2022-03-19 10:07:54,Frontline
91,92,95.0,Tá Chorando Por Quê?,Amanda Wanessa,14,1527036,1.7%,https://www.youtube.com/watch?v=xdr1Wg_cgSo,2022-03-31,xdr1Wg_cgSo,2020-10-26 13:00:28,Frontline
92,93,,Se Não For Por Amor (Ao Vivo),Amado Batista,1,1509987,,https://www.youtube.com/watch?v=4Z8cuCZKR5E,2022-03-31,4Z8cuCZKR5E,2022-03-25 13:53:57,Frontline
93,94,92.0,Universo Conspirou (Ao Vivo),Henrique & Juliano,11,1500162,-2.8%,https://www.youtube.com/watch?v=FpsTsW408s4,2022-03-31,FpsTsW408s4,2021-12-10 15:15:12,Frontline
94,95,84.0,Amor e Amor,Gaab & Mc Davi,5,1498556,-15.2%,https://www.youtube.com/watch?v=tk0AT9vQiys,2022-03-31,tk0AT9vQiys,2022-02-17 21:29:24,Frontline
95,96,77.0,Vai Derramando (Ao Vivo),Henrique & Juliano,2,1495355,-17.7%,https://www.youtube.com/watch?v=ZOdwBgtKv60,2022-03-31,ZOdwBgtKv60,2022-03-19 15:00:15,Frontline
96,97,91.0,"Jacaré no Peito (feat. MC Lemos, MC Leozinho ZS & Oldilla)","Mc Paiva ZS, MC Ryan SP & Gabb MC",4,1461470,-7.4%,https://www.youtube.com/watch?v=7m1XTCMgBZ8,2022-03-31,7m1XTCMgBZ8,2022-03-03 15:00:10,Frontline
97,98,98.0,Até a Próxima Vida (Ao Vivo),Henrique & Juliano,8,1432285,-1.5%,https://www.youtube.com/watch?v=yrQuMSYsYZQ,2022-03-31,yrQuMSYsYZQ,2021-09-17 00:06:56,Frontline
98,99,,Incrivel Jogando a Potranca,Mc Gabzin & DJ Swat,4,1422701,,https://www.youtube.com/watch?v=H7Ou8HPU3Ko,2022-03-31,H7Ou8HPU3Ko,2022-01-16 01:00:11,Frontline
99,100,,X1,MC Cabelinho & Dallass,1,1411435,,https://www.youtube.com/watch?v=zgdQsLH7sDw,2022-03-31,zgdQsLH7sDw,2022-03-28 20:19:59,Frontline
0,1,1.0,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",6,12329291,-7.1%,https://www.youtube.com/watch?v=VKaLjHZJ-GY,2022-04-07,VKaLjHZJ-GY,2022-03-18 14:01:02,Frontline
1,2,,Vampiro,"Matuê, Wiu & Teto",1,11168491,,https://www.youtube.com/watch?v=TKqa-ZXGKYA,2022-04-07,TKqa-ZXGKYA,2022-04-02 00:00:12,Frontline
