,Rank,Previous Rank,Track Name,Artist Names,Weeks on Chart,Views,Weekly Growth,YouTube URL,Weekly,Video_id,publishedAt,Classification
55,56,64.0,Festa de Vagabundo,Mc Paiva ZS & Kotim,7,2544490,9%,https://www.youtube.com/watch?v=8xxXjzRlcjQ,2022-07-28,8xxXjzRlcjQ,2022-06-09 15:15:31,Frontline
56,57,58.0,Meu Número (Ao Vivo),Hugo & Guilherme & Jorge & Mateus,15,2480556,-6.9%,https://www.youtube.com/watch?v=SClzaJuWou4,2022-07-28,SClzaJuWou4,2022-04-15 15:00:21,Frontline
57,58,75.0,7 Meiota,"Filipe Ret, MC Cabelinho & MC Maneirinho",5,2455900,22.3%,https://www.youtube.com/watch?v=qeFT0_8LIQw,2022-07-28,qeFT0_8LIQw,2022-06-16 03:30:19,Frontline
58,59,39.0,A Nova Era,"Chefin Oficial, Bren Oficial, Racovi Oficial & Mainstreet",3,2453439,-26.6%,https://www.youtube.com/watch?v=-gysEtnzYEw,2022-07-28,-gysEtnzYEw,2022-07-07 17:00:09,Frontline
59,60,65.0,Joga a Bunda,MC Rogerinho,3,2412777,3.8%,https://www.youtube.com/watch?v=FqdDdGrB4tY,2022-07-28,FqdDdGrB4tY,2022-06-17 15:00:09,Frontline
60,61,55.0,Joga Essa Rabeta,MC Teuzin PV & MC Skcot,9,2385996,-14.3%,https://www.youtube.com/watch?v=pIr6TjG7Rko,2022-07-28,pIr6TjG7Rko,2022-01-03 15:00:14,Frontline
61,62,,São João Chegou,Renanzin Pressão,1,2201158,,https://www.youtube.com/watch?v=VaLJO9ycpYI,2022-07-28,VaLJO9ycpYI,2022-06-17 23:00:17,Frontline
62,63,63.0,"Let's Let's Go (feat. MC Hariel, Mc Kadu, MC Marks, MC Don Juan, Mc Luki & MC PH)","DJ GBR, Mc IG & MC Ryan SP",9,2191044,-9%,https://www.youtube.com/watch?v=Fh9lQcV94d4,2022-07-28,Fh9lQcV94d4,2022-05-27 15:00:10,Frontline
63,64,71.0,Está Tudo Bem (Ao Vivo),Kellen Byanca,15,2178882,4.6%,https://www.youtube.com/watch?v=zP0KRlNPNos,2022-07-28,zP0KRlNPNos,2022-01-21 15:00:12,Frontline
64,65,88.0,Only Love Can Hurt Like This,Paloma Faith,4,2174762,19.4%,https://www.youtube.com/watch?v=PaKr9gWqwl4,2022-07-28,PaKr9gWqwl4,2014-04-27 23:01:00,Catálogo
65,66,84.0,Falta Você,Thiaguinho,8,2129579,14.4%,https://www.youtube.com/watch?v=Qj-qS4aV0UY,2022-07-28,Qj-qS4aV0UY,2021-07-30 15:01:08,Frontline
66,67,62.0,Simplesmente Ela,Mc Gabzin,19,2111341,-14%,https://www.youtube.com/watch?v=K6iRoT8u2xU,2022-07-28,K6iRoT8u2xU,2022-02-11 15:00:14,Frontline
67,68,61.0,Running Up That Hill,Kate Bush,9,2111319,-14.4%,https://www.youtube.com/watch?v=wp43OdtAAkM,2022-07-28,wp43OdtAAkM,2011-01-15 17:37:46,Catálogo
68,69,66.0,ERRO PLANEJADO (Ao Vivo),Luan Santana & Henrique & Juliano,15,2109329,-7.1%,https://www.youtube.com/watch?v=apPxQOfh0ek,2022-07-28,apPxQOfh0ek,2022-04-15 15:00:10,Frontline
69,70,59.0,Hotel Caro,Baco Exu do Blues & Luísa Sonza,7,2106186,-20.1%,https://www.youtube.com/watch?v=PQrWORayZTc,2022-07-28,PQrWORayZTc,2022-06-13 00:00:11,Frontline
70,71,73.0,"SET MK 2 (feat. MC Joãozinho VT, MC Ryan SP, MC Neguinho do Kaxeta, Mc Kanhoto, MC Don Juan & DJ BOY)","MC Hariel, Mc IG & MC Marks",8,2104468,2.7%,https://www.youtube.com/watch?v=H7yym8n8nLw,2022-07-28,H7yym8n8nLw,2022-06-01 15:00:09,Frontline
71,72,68.0,"Vida Loka, Pt. 1 (Live)",Racionais MC's,9,2088601,-3.6%,https://www.youtube.com/watch?v=IL1epaZCTmk,2022-07-28,IL1epaZCTmk,2017-03-06 17:46:44,Catálogo
72,73,,Gostosinha é Ela,Felipe Amorim,1,2055991,,https://www.youtube.com/watch?v=zSRjeUpQUwI,2022-07-28,zSRjeUpQUwI,2022-07-30 15:00:14,Frontline
73,74,85.0,Vai Doer Mais (Ao Vivo),Mari Fernandez,8,2001166,7.8%,https://www.youtube.com/watch?v=SpyKD3Y8I3o,2022-07-28,SpyKD3Y8I3o,2022-05-20 14:00:11,Frontline
74,75,78.0,Bagulho Louco,Mc Paiva ZS,13,1997714,2.9%,https://www.youtube.com/watch?v=,2022-07-28,,,Catálogo
75,76,,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,1,1986729,,https://www.youtube.com/watch?v=qjxNM9qF3LA,2022-07-28,qjxNM9qF3LA,2022-06-24 15:00:12,Frontline
76,77,70.0,Eu Bem Que Te Avisei,Mc Delux & DJ ABDO,15,1970093,-5.6%,https://www.youtube.com/watch?v=76DWwRaztPQ,2022-07-28,76DWwRaztPQ,2022-04-30 15:00:03,Frontline
77,78,83.0,Agora Somos Ex,Nenho,13,1934618,2.8%,https://www.youtube.com/watch?v=LA-bc9dX4y0,2022-07-28,LA-bc9dX4y0,2022-04-08 13:00:14,Frontline
78,79,,Acordo (Ao Vivo),Henrique & Juliano,22,1913630,,https://www.youtube.com/watch?v=Rr5yQs-s0_0,2022-07-28,Rr5yQs-s0_0,2021-10-22 15:00:11,Frontline
79,80,67.0,ACORDA PEDRINHO,Jovem Dionisio,10,1899033,-14.7%,https://www.youtube.com/watch?v=d-tx9D4a8dc,2022-07-28,d-tx9D4a8dc,2022-03-21 23:09:54,Frontline
80,81,,Cabelinho Meu Marrento,"mc jhenny, Mc Alef, DJ Denilson o clínico, MC Cabelinho & DJ Geh da LGD",1,1891987,,https://www.youtube.com/watch?v=yoPNUwRkDaw,2022-07-28,yoPNUwRkDaw,2022-07-13 21:35:43,Frontline
81,82,81.0,Ela é da Bagaceira,"Romim Mata, -- & --",11,1888259,-0.9%,https://www.youtube.com/watch?v=XCBTuf62kps,2022-07-28,XCBTuf62kps,2022-05-13 22:33:48,Frontline
82,83,72.0,Amiga (Ao Vivo),Simone & Simaria,13,1880125,-8.6%,https://www.youtube.com/watch?v=48s6RGU1dr0,2022-07-28,48s6RGU1dr0,2022-04-29 14:00:11,Frontline
83,84,87.0,Exibido,MVK7,2,1862799,0.8%,https://www.youtube.com/watch?v=LPoFbsAT1sE,2022-07-28,LPoFbsAT1sE,2022-07-15 16:00:12,Frontline
84,85,,Ô Lá na Roça (Ao Vivo),Felipe & Murillo & Ana Castela,1,1855067,,https://www.youtube.com/watch?v=pPxs52_MVIU,2022-07-28,pPxs52_MVIU,2022-06-24 14:00:17,Frontline
85,86,77.0,Assault (Carro Forte),"Orochi, Chefin, Oruam, Borges, Mainstreet & Bielzin",17,1852826,-5.1%,https://www.youtube.com/watch?v=n43oZSY7df0,2022-07-28,n43oZSY7df0,2022-04-05 21:00:20,Frontline
86,87,,Por Causa Dele (Ao Vivo),Kellen Byanca & Jessé Aguiar,1,1851739,,https://www.youtube.com/watch?v=MBg5g2g3okU,2022-07-28,MBg5g2g3okU,2022-06-21 14:45:08,Frontline
87,88,86.0,Juliet E Chapelão (Ao Vivo),"Dj Chris No Beat, Luan Pereira & Juan Pereira",19,1828071,-1.1%,https://www.youtube.com/watch?v=k893U324R2c,2022-07-28,k893U324R2c,2022-02-25 14:00:22,Frontline
88,89,,Câmera Lenta (Ao Vivo),Mari Fernandez,3,1782932,,https://www.youtube.com/watch?v=Bs3kAyGKgSM,2022-07-28,Bs3kAyGKgSM,2022-06-03 15:27:37,Frontline
89,90,,Um Sonhador / Não Precisa / Não Aprendi A Dizer Adeus (Ao Vivo),Lauana Prado,1,1769761,,https://www.youtube.com/watch?v=HgP2KU16O0E,2022-07-28,HgP2KU16O0E,2022-06-03 00:00:04,Frontline
90,91,99.0,Não Faz Isso Comigo Não,Tz da Coronel,9,1742307,5.7%,https://www.youtube.com/watch?v=mqsb7MSgY6U,2022-07-28,mqsb7MSgY6U,2022-03-11 17:00:56,Frontline
91,92,91.0,Aposentei o 12 Molas,Mc Kako & DJ WN,13,1740748,-1.8%,https://www.youtube.com/watch?v=3rdSK5uY6IM,2022-07-28,3rdSK5uY6IM,2022-01-14 22:00:13,Frontline
92,93,79.0,Tudo porque você mentiu / penhasco / De rolê / CAFÉ DA MANHÃ ;P / Doutora 3 (Ao Vivo),Ludmilla & Luísa Sonza,4,1720303,-11.4%,https://www.youtube.com/watch?v=1OC6L-ekUXU,2022-07-28,1OC6L-ekUXU,2022-07-01 00:00:18,Frontline
93,94,93.0,"Bruna, Tu Já Parou Pra Pensar",Niack,5,1713488,-0.7%,https://www.youtube.com/watch?v=iqXhId0sDts,2022-07-28,iqXhId0sDts,2022-06-17 15:00:23,Frontline
94,95,,Mina Sensação,Deavele Santos & Juventude Forrozeira,1,1704834,,https://www.youtube.com/watch?v=BedRL-vSSoE,2022-07-28,BedRL-vSSoE,2022-06-29 22:00:18,Frontline
95,96,,Deprê,Marília Mendonça,22,1677889,,https://www.youtube.com/watch?v=GKU2oQhtDxE,2022-07-28,GKU2oQhtDxE,2020-12-04 14:00:12,Frontline
96,97,60.0,Tudo Nosso (feat. Anitta),Filipe Ret & Dallass,4,1677072,-34.2%,https://www.youtube.com/watch?v=7xz7zT9Siek,2022-07-28,7xz7zT9Siek,2022-07-13 00:00:14,Frontline
97,98,98.0,Louco e Sonhador,MC Neguinho do Kaxeta,19,1652396,-0.4%,https://www.youtube.com/watch?v=o9XUR25BxGo,2022-07-28,o9XUR25BxGo,2021-01-01 15:00:12,Frontline
98,99,74.0,Batalha de Rap,"Mussa, Dustin Henderson, Will Byers, Lucas Sainclair, 11fjn2z9pt, -- & Vecna",3,1640679,-19.8%,https://www.youtube.com/watch?v=fvSim-VCR9I,2022-07-28,fvSim-VCR9I,2022-07-07 21:15:11,Frontline
99,100,,Good Vibe,Filipe Ret & Caio Luccas,1,1638779,,https://www.youtube.com/watch?v=E4J0bFa4d0U,2022-07-28,E4J0bFa4d0U,2022-06-16 03:30:04,Frontline
0,1,1.0,Tem Cabaré Essa Noite,Nivaldo Marques & NATTAN,5,14093052,-0.5%,https://www.youtube.com/watch?v=WiNYFwIfg4w,2022-08-11,WiNYFwIfg4w,2022-07-14 14:00:09,Frontline
1,2,2.0,"Pipoco (feat. Melody, Dj Chris No Beat & Dj Chris No Beat)",Ana Castela,12,12962104,-6.9%,https://www.youtube.com/watch?v=69JAoslGYI8,2022-08-11,69JAoslGYI8,2022-05-20 14:00:14,Frontline
2,3,3.0,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",10,9813557,-1.2%,https://www.youtube.com/watch?v=NbB6qMA2lts,2022-08-11,NbB6qMA2lts,2022-06-03 16:03:44,Frontline
3,4,5.0,Comunicação Falhou (Ao Vivo),Mari Fernandez & NATTAN,16,8062892,-0.1%,https://www.youtube.com/watch?v=psdZRggL7cI,2022-08-11,psdZRggL7cI,2022-04-22 14:00:19,Frontline
4,5,7.0,Termina Comigo Antes (Ao Vivo),Gusttavo Lima,19,7681274,-4.1%,https://www.youtube.com/watch?v=rTJSWmgbVwA,2022-08-11,rTJSWmgbVwA,2022-04-01 13:58:36,Frontline
5,6,4.0,CACHORRINHAS,Luísa Sonza,4,7288296,-16.1%,https://www.youtube.com/watch?v=__ur8Ykcivw,2022-08-11,__ur8Ykcivw,2022-07-19 00:00:11,Frontline
6,7,10.0,Casei Com a Putaria (feat. Love Funk),"Mc Paiva ZS, MC Ryan SP & Love Funk",6,7209010,6.8%,https://www.youtube.com/watch?v=8NjXVsLHIg8,2022-08-11,8NjXVsLHIg8,2022-07-02 00:30:19,Frontline
7,8,9.0,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,5,7129627,4.9%,https://www.youtube.com/watch?v=hOGuaMazCz8,2022-08-11,hOGuaMazCz8,2022-07-08 13:57:52,Frontline
8,9,8.0,Bandido,Zé Felipe & Mc Mari,8,6787980,-8%,https://www.youtube.com/watch?v=YxGYumo6tpU,2022-08-11,YxGYumo6tpU,2022-06-17 15:00:12,Frontline
9,10,6.0,Metflix,"Mc Poze do Rodo, Mainstreet, Ajaxx & --",4,6292063,-21.6%,https://www.youtube.com/watch?v=_BfZRdFFdE8,2022-08-11,_BfZRdFFdE8,2022-07-20 16:00:13,Frontline
10,11,11.0,Intuição (Ao Vivo),Mari Fernandez,14,6040000,-7.1%,https://www.youtube.com/watch?v=rfkXgby-xn0,2022-08-11,rfkXgby-xn0,2022-05-06 14:00:26,Frontline
11,12,13.0,X1,MC Cabelinho & Dallass,20,6027521,1.5%,https://www.youtube.com/watch?v=zgdQsLH7sDw,2022-08-11,zgdQsLH7sDw,2022-03-28 20:19:59,Frontline
12,13,14.0,Áudio Que Te Entrega,"Léo Santana, MC Don Juan & Mari Fernandez",20,5579314,2.7%,https://www.youtube.com/watch?v=b7A98jz4uUA,2022-08-11,b7A98jz4uUA,2022-04-08 14:00:23,Frontline
13,14,34.0,Baile no Morro,MC Tairon & Mc Vitin da Igrejinha,8,5281706,61%,https://www.youtube.com/watch?v=4zhowmwBCuw,2022-08-11,4zhowmwBCuw,2022-06-17 21:34:31,Frontline
14,15,15.0,Tchuco Nela,MC Rogerinho & Wesley Safadão,17,5272087,-0.6%,https://www.youtube.com/watch?v=dEjA3uw5s3I,2022-08-11,dEjA3uw5s3I,2022-04-08 15:00:22,Frontline
15,16,12.0,Te Amo Demais,Marília Mendonça,3,5095961,-19.6%,https://www.youtube.com/watch?v=P2qvD7LRBAo,2022-08-11,P2qvD7LRBAo,2022-07-22 00:11:58,Frontline
16,17,16.0,Balanço Da Rede (Ao Vivo),Matheus Fernandes,22,5051884,-2.9%,https://www.youtube.com/watch?v=vAM1xXdRnH0,2022-08-11,vAM1xXdRnH0,2022-02-25 14:00:08,Frontline
17,18,18.0,Vento Forte,MC Jacaré & DJ TK,4,4925781,0.9%,https://www.youtube.com/watch?v=e6yUmOtchLE,2022-08-11,e6yUmOtchLE,2022-07-01 15:30:13,Frontline
18,19,17.0,Incendeia,MC Kevin o Chris,5,4671864,-9%,https://www.youtube.com/watch?v=fFeQDbY741I,2022-08-11,fFeQDbY741I,2022-06-10 21:00:14,Frontline
19,20,19.0,A Maior Saudade (Ao Vivo),Henrique & Juliano,49,4343826,-3.1%,https://www.youtube.com/watch?v=6EGg0_l-edc,2022-08-11,6EGg0_l-edc,2021-09-03 15:00:14,Frontline
20,21,20.0,Bloqueado (Ao Vivo),Gusttavo Lima,37,4097940,-2.7%,https://www.youtube.com/watch?v=14C28JSO-sg,2022-08-11,14C28JSO-sg,2021-11-26 13:59:45,Frontline
21,22,21.0,Mal Feito (Ao Vivo),Hugo & Guilherme & Marília Mendonça,30,3921865,-4.1%,https://www.youtube.com/watch?v=kyfXEMqvLgU,2022-08-11,kyfXEMqvLgU,2022-01-14 15:00:10,Frontline
22,23,,Perfeito Pra Ficar Sozinho (Ao Vivo),Murilo Huff & Maiara & Maraisa,1,3887275,,https://www.youtube.com/watch?v=IOuLc9ZhLuQ,2022-08-11,IOuLc9ZhLuQ,2022-08-05 14:02:43,Frontline
23,24,22.0,Tu Tava Na Revoada,Wesley Safadão,12,3868805,-2.3%,https://www.youtube.com/watch?v=GmlBAosY3V0,2022-08-11,GmlBAosY3V0,2022-05-20 15:15:48,Frontline
24,25,57.0,Gostosinha é Ela,Felipe Amorim,3,3863087,57.9%,https://www.youtube.com/watch?v=zSRjeUpQUwI,2022-08-11,zSRjeUpQUwI,2022-07-30 15:00:14,Frontline
25,26,26.0,Virando o Olhinho,Kadu Martins,6,3642007,-2.7%,https://www.youtube.com/watch?v=7njueXmgObo,2022-08-11,7njueXmgObo,2022-04-29 15:00:13,Frontline
26,27,25.0,O Fim é Triste (feat. DJ BOY),MC Hariel,8,3574685,-4.6%,https://www.youtube.com/watch?v=BZ-9iYlDpXc,2022-08-11,BZ-9iYlDpXc,2022-06-17 21:00:11,Frontline
27,28,23.0,Seu Perfil (Ao Vivo),Henrique & Juliano,28,3511041,-10.4%,https://www.youtube.com/watch?v=KvAagUxO3OY,2022-08-11,KvAagUxO3OY,2022-01-28 15:00:08,Frontline
28,29,24.0,O Poder Dessa Garota,"Mc Gabzin, DJ TAK VADIÃO & dj sv",17,3510125,-10.1%,https://www.youtube.com/watch?v=L2_xh-r10OI,2022-08-11,L2_xh-r10OI,2022-03-25 15:00:13,Frontline
29,30,28.0,Pode Apostar (Ao Vivo),Mari Fernandez & Xand Avião,13,3480110,-3.7%,https://www.youtube.com/watch?v=5EuvLJPOuKo,2022-08-11,5EuvLJPOuKo,2022-05-13 14:00:04,Frontline
30,31,29.0,Malvada,Zé Felipe,28,3455613,-2.9%,https://www.youtube.com/watch?v=r0mNwyywHIY,2022-08-11,r0mNwyywHIY,2022-01-28 15:00:12,Frontline
31,32,31.0,Set Tatuapé Conceito 2,"MC Joãozinho VT, DJ BOY, Dj GM, Mc Kako, MC Ryan SP, MC GP, MC Erik & Dj GM",7,3415530,-0.8%,https://www.youtube.com/watch?v=nbTAKkjnV_Q,2022-08-11,nbTAKkjnV_Q,2022-06-27 15:00:11,Frontline
32,33,,Cheiro de Balada (Ao Vivo),Hugo & Guilherme & Gusttavo Lima,1,3411899,,https://www.youtube.com/watch?v=6N7qDswjXu4,2022-08-11,6N7qDswjXu4,2022-08-05 15:00:14,Frontline
33,34,,O Chamado,"Chefin, Mc Poze do Rodo & Mainstreet",1,3327562,,https://www.youtube.com/watch?v=N9liPvylviE,2022-08-11,N9liPvylviE,2022-08-04 15:00:13,Frontline
34,35,30.0,Sentadona (Remix),"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",24,3318496,-5.9%,https://www.youtube.com/watch?v=VKaLjHZJ-GY,2022-08-11,VKaLjHZJ-GY,2022-03-18 14:01:02,Frontline
35,36,33.0,Vampiro,"Matuê, Wiu & Teto",19,3308068,-2.5%,https://www.youtube.com/watch?v=TKqa-ZXGKYA,2022-08-11,TKqa-ZXGKYA,2022-04-02 00:00:12,Frontline
36,37,35.0,Nois É os Cara,"Mc Paiva ZS, Gabb MC, MC Kadu, Love Funk & MC Lemos",12,3223564,0.8%,https://www.youtube.com/watch?v=wumB0Qs2YT4,2022-08-11,wumB0Qs2YT4,2022-05-18 15:08:26,Frontline
37,38,27.0,Fim de Semana no Rio,Teto,20,3213161,-12%,https://www.youtube.com/watch?v=7AlAYttGnAg,2022-08-11,7AlAYttGnAg,2022-03-31 00:00:12,Frontline
38,39,32.0,Até a Próxima Vida (Ao Vivo),Henrique & Juliano,17,3163053,-8%,https://www.youtube.com/watch?v=yrQuMSYsYZQ,2022-08-11,yrQuMSYsYZQ,2021-09-17 00:06:56,Frontline
39,40,40.0,Só de Imaginar (Ao Vivo),Mari Fernandez & Zé Vaqueiro,15,3087008,-0.9%,https://www.youtube.com/watch?v=OnYr3TisCcg,2022-08-11,OnYr3TisCcg,2022-04-29 14:00:09,Frontline
40,41,37.0,No Ouvidinho,Felipe Amorim,20,3041590,-4.3%,https://www.youtube.com/watch?v=eYuI4krrKBM,2022-08-11,eYuI4krrKBM,2022-04-08 15:00:24,Frontline
41,42,38.0,Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),"L7NNON, Os Hawaianos & DJ Bel da CDD",19,3016562,-3.9%,https://www.youtube.com/watch?v=273pasBKH18,2022-08-11,273pasBKH18,2022-04-07 01:40:57,Frontline
42,43,41.0,Molhando O Volante (Live),Jorge & Mateus,35,2967850,-4.6%,https://www.youtube.com/watch?v=_SjTFD9qVuE,2022-08-11,_SjTFD9qVuE,2021-12-10 13:56:49,Frontline
43,44,,Melodia Alucinógena,DJ AK BR & Dj Darge,1,2937692,,https://www.youtube.com/watch?v=SQ309FXp1KI,2022-08-11,SQ309FXp1KI,2022-06-23 02:50:19,Frontline
44,45,,Vai Lá Em Casa Hoje (Live),George Henrique & Rodrigo & Marília Mendonça,39,2899539,,https://www.youtube.com/watch?v=r2ma8WPRppk,2022-08-11,r2ma8WPRppk,2021-10-22 13:59:34,Frontline
45,46,63.0,Haja Colírio (Ao Vivo) (feat. Hugo & Guilherme),Guilherme & Benuto,3,2835028,26.5%,https://www.youtube.com/watch?v=qjxNM9qF3LA,2022-08-11,qjxNM9qF3LA,2022-06-24 15:00:12,Frontline
46,47,49.0,Parada Louca,Mari Fernandez & Marcynho Sensação,37,2820748,4.5%,https://www.youtube.com/watch?v=SvWQZfEWA0s,2022-08-11,SvWQZfEWA0s,2021-11-26 14:00:21,Frontline
47,48,,Ameaça,"Paulo Pires, MC Danny & Marcynho Sensação",37,2715421,,https://www.youtube.com/watch?v=TNIbXs_iNq8,2022-08-11,TNIbXs_iNq8,2021-10-08 20:57:29,Frontline
48,49,,Me Sinto Abençoado (feat. Ajaxx),Mc Poze do Rodo,33,2603690,,https://www.youtube.com/watch?v=BKDz5kNjkfU,2022-08-11,BKDz5kNjkfU,2021-12-07 17:00:08,Frontline
49,50,47.0,Para de Me Assistir (Ao Vivo),Mari Fernandez,8,2594728,-5.3%,https://www.youtube.com/watch?v=n7xMP3Nwr6I,2022-08-11,n7xMP3Nwr6I,2022-05-27 15:03:19,Frontline
50,51,39.0,Sentadinha Diferente,Dyamante DJ  & MC GW,5,2585992,-17.3%,https://www.youtube.com/watch?v=GQ78UQAgLCI,2022-08-11,GQ78UQAgLCI,2022-07-07 22:00:13,Frontline
51,52,46.0,Não Pega Ninguém Ainda (Ao Vivo),Gusttavo Lima,10,2571661,-6.6%,https://www.youtube.com/watch?v=y3FdInN6n48,2022-08-11,y3FdInN6n48,2022-06-03 13:58:30,Frontline
52,53,54.0,Kikando e Me Olhando,"MC Braz, MC Tairon & Dj Win",18,2529759,2.7%,https://www.youtube.com/watch?v=x4QSi_Eb-c8,2022-08-11,x4QSi_Eb-c8,2022-03-23 21:00:11,Frontline
53,54,89.0,Vizão de Cria 2,"Caio Luccas, Dallass, Tz da Coronel, PJ HOUDINI, Thiago Anezzi, NADAMAL, MC Maneirinho & Filipe Ret",2,2509006,46.2%,https://www.youtube.com/watch?v=Sau1_hWFHJE,2022-08-11,Sau1_hWFHJE,2022-08-01 15:00:14,Frontline
54,55,48.0,Quem Vale Menos (Ao Vivo),Mari Fernandez,15,2508111,-7.1%,https://www.youtube.com/watch?v=HVJWX1B9_lo,2022-08-11,HVJWX1B9_lo,2022-04-20 14:00:07,Frontline
55,56,44.0,Pras Novinha (feat. DJ Pedrin),"MC Livinho, Dj LK da Escócia & DJ Breno",9,2494550,-10%,https://www.youtube.com/watch?v=vGBJmgZSeRc,2022-08-11,vGBJmgZSeRc,2022-06-10 16:01:05,Frontline
56,57,56.0,Meu Número (Ao Vivo),Hugo & Guilherme & Jorge & Mateus,17,2434921,-0.6%,https://www.youtube.com/watch?v=SClzaJuWou4,2022-08-11,SClzaJuWou4,2022-04-15 15:00:21,Frontline
57,58,43.0,Escolhe o Bandido,"MC CH da Z.O, MC Myres, Danado do Recife, eoo kendy & Deyvinho PL",5,2418531,-13.3%,https://www.youtube.com/watch?v=OaAqhlU6VjY,2022-08-11,OaAqhlU6VjY,2022-07-04 21:00:20,Frontline
58,59,52.0,A Cara do Crime 3 (Brinde à Liberdade),"Mc Poze do Rodo, Orochi, Filipe Ret, Mainstreet & Bielzin",11,2411086,-6%,https://www.youtube.com/watch?v=3aKrgl3-Unc,2022-08-11,3aKrgl3-Unc,2022-05-27 18:00:14,Frontline
59,60,58.0,Festa de Vagabundo,Mc Paiva ZS & Kotim,9,2367251,-2.7%,https://www.youtube.com/watch?v=8xxXjzRlcjQ,2022-08-11,8xxXjzRlcjQ,2022-06-09 15:15:31,Frontline
60,61,64.0,Por Causa Dele (Ao Vivo),Kellen Byanca & Jessé Aguiar,3,2335031,7.7%,https://www.youtube.com/watch?v=MBg5g2g3okU,2022-08-11,MBg5g2g3okU,2022-06-21 14:45:08,Frontline
61,62,,Gata (feat. Chencho Corleone),Anitta,1,2323453,,https://www.youtube.com/watch?v=jnqDDWsVmGA,2022-08-11,jnqDDWsVmGA,2022-08-05 15:00:02,Frontline
62,63,60.0,Está Tudo Bem (Ao Vivo),Kellen Byanca,17,2314236,-0.4%,https://www.youtube.com/watch?v=zP0KRlNPNos,2022-08-11,zP0KRlNPNos,2022-01-21 15:00:12,Frontline
63,64,42.0,Me Chama de Amor,Treyce & O Tubarão,18,2307329,-23.6%,https://www.youtube.com/watch?v=J9AfRmtdqGs,2022-08-11,J9AfRmtdqGs,2022-05-06 21:00:12,Frontline
64,65,59.0,Falta Você,Thiaguinho,10,2244031,-3.5%,https://www.youtube.com/watch?v=Qj-qS4aV0UY,2022-08-11,Qj-qS4aV0UY,2021-07-30 15:01:08,Frontline
65,66,61.0,Dengo (Ao Vivo),João Gomes,14,2225239,-3.8%,https://www.youtube.com/watch?v=mqYjyQG11GQ,2022-08-11,mqYjyQG11GQ,2022-05-06 01:44:21,Frontline
66,67,55.0,São João Chegou,Renanzin Pressão,3,2206489,-10.1%,https://www.youtube.com/watch?v=VaLJO9ycpYI,2022-08-11,VaLJO9ycpYI,2022-06-17 23:00:17,Frontline
67,68,66.0,Doce Veneno,"Mc Paiva ZS, Love Funk & Kotim",2,2201537,2.4%,https://www.youtube.com/watch?v=thfYx-W63ws,2022-08-11,thfYx-W63ws,2022-07-27 15:00:41,Frontline
68,69,74.0,Mina Sensação,Deavele Santos & Juventude Forrozeira,3,2196261,12.9%,https://www.youtube.com/watch?v=BedRL-vSSoE,2022-08-11,BedRL-vSSoE,2022-06-29 22:00:18,Frontline
69,70,,Então Valeu (Ao Vivo),Jorge & Mateus,1,2170458,,https://www.youtube.com/watch?v=z-XxedqPsqg,2022-08-11,z-XxedqPsqg,2022-08-04 14:58:09,Frontline
70,71,68.0,Only Love Can Hurt Like This,Paloma Faith,6,2130238,3.7%,https://www.youtube.com/watch?v=PaKr9gWqwl4,2022-08-11,PaKr9gWqwl4,2014-04-27 23:01:00,Catálogo
71,72,62.0,7 Meiota,"Filipe Ret, MC Cabelinho & MC Maneirinho",7,2122650,-5.6%,https://www.youtube.com/watch?v=qeFT0_8LIQw,2022-08-11,qeFT0_8LIQw,2022-06-16 03:30:19,Frontline
72,73,69.0,"Let's Let's Go (feat. MC Hariel, Mc Kadu, MC Marks, MC Don Juan, Mc Luki & MC PH)","DJ GBR, Mc IG & MC Ryan SP",11,2081106,2.1%,https://www.youtube.com/watch?v=Fh9lQcV94d4,2022-08-11,Fh9lQcV94d4,2022-05-27 15:00:10,Frontline
73,74,36.0,5 Regras,Jorge & Mateus,2,2015276,-36.7%,https://www.youtube.com/watch?v=VFWKrXxJEdM,2022-08-11,VFWKrXxJEdM,2022-07-29 13:59:25,Frontline
74,75,,"Favela (feat. Love Funk, MC Neguinho do Kaxeta, Mc Kadu & Mc IG)","MC Ryan SP, MC Cebezinho & Mc Paiva ZS",1,1999377,,https://www.youtube.com/watch?v=8eYtGcbBkU4,2022-08-11,8eYtGcbBkU4,2022-08-08 21:00:14,Frontline
75,76,76.0,"SET MK 2 (feat. MC Joãozinho VT, MC Ryan SP, MC Neguinho do Kaxeta, Mc Kanhoto, MC Don Juan & DJ BOY)","MC Hariel, Mc IG & MC Marks",10,1980369,5.8%,https://www.youtube.com/watch?v=H7yym8n8nLw,2022-08-11,H7yym8n8nLw,2022-06-01 15:00:09,Frontline
76,77,,Não Fosse Tão Tarde,Lou Garcia,1,1947673,,https://www.youtube.com/watch?v=jd00enZSNFc,2022-08-11,jd00enZSNFc,2022-07-07 22:00:10,Frontline
77,78,75.0,Agora Somos Ex,Nenho,15,1932683,1.7%,https://www.youtube.com/watch?v=LA-bc9dX4y0,2022-08-11,LA-bc9dX4y0,2022-04-08 13:00:14,Frontline
